CustomerID,CustomerName,Age,Gender,Country,SignupDate,AnnualIncome,Churn,Category_1,Value_2,Metric_3,Category_4,Value_5,Metric_6,Category_7,Value_8,Metric_9,Category_10,Value_11,Metric_12,Category_13,Value_14,Metric_15,Category_16,Value_17,Metric_18,Category_19,Value_20,Metric_21,Category_22,Value_23,Metric_24,Category_25,Value_26,Metric_27,Category_28,Value_29,Metric_30,Category_31,Value_32,Metric_33,Category_34,Value_35,Metric_36,Category_37,Value_38,Metric_39,Category_40,Value_41,Metric_42,Category_43,Value_44,Metric_45,Category_46,Value_47,Metric_48,Category_49,Value_50,Metric_51,Category_52,Value_53,Metric_54,Category_55,Value_56,Metric_57,Category_58,Value_59,Metric_60,Category_61,Value_62,Metric_63,Category_64,Value_65,Metric_66,Category_67,Value_68,Metric_69,Category_70,Value_71,Metric_72,Category_73,Value_74,Metric_75,Category_76,Value_77,Metric_78,Category_79,Value_80,Metric_81,Category_82,Value_83,Metric_84,Category_85,Value_86,Metric_87,Category_88,Value_89,Metric_90,Category_91,Value_92,Metric_93,Category_94,Value_95,Metric_96,Category_97,Value_98,Metric_99,Category_100,Value_101,Metric_102,Category_103,Value_104,Metric_105,Category_106,Value_107,Metric_108,Category_109,Value_110,Metric_111,Category_112,Value_113,Metric_114,Category_115,Value_116,Metric_117,Category_118,Value_119,Metric_120,Category_121,Value_122,Metric_123,Category_124,Value_125,Metric_126,Category_127,Value_128,Metric_129,Category_130,Value_131,Metric_132,Category_133,Value_134,Metric_135,Category_136,Value_137,Metric_138,Category_139,Value_140,Metric_141,Category_142,Value_143,Metric_144,Category_145,Value_146,Metric_147,Category_148,Value_149,Metric_150,Category_151,Value_152,Metric_153,Category_154,Value_155,Metric_156,Category_157,Value_158,Metric_159,Category_160,Value_161,Metric_162,Category_163,Value_164,Metric_165,Category_166,Value_167,Metric_168,Category_169,Value_170,Metric_171,Category_172,Value_173,Metric_174,Category_175,Value_176,Metric_177,Category_178,Value_179,Metric_180,Category_181,Value_182,Metric_183,Category_184,Value_185,Metric_186,Category_187,Value_188,Metric_189,Category_190,Value_191,Metric_192
7331,john doe,N/A,,Nigeria,2022/03/14,75k,No,High,unknown,,LOW,unknown,,High,,N/A,,,48,,unknown,N/A,LOW,unknown,,LOW,409.05,,High,292.48,N/A, medium,unknown,,,unknown,N/A,LOW,,N/A,LOW,,60,High,14.14,,,,, medium,unknown,,,156.01,,LOW,215.0,,,unknown,,LOW,unknown,,LOW,223.76,N/A,LOW,unknown,N/A, medium,unknown,,LOW,,N/A,LOW,unknown,N/A,High,unknown,,LOW,,, medium,unknown,,LOW,unknown,, medium,unknown,, medium,unknown,19, medium,,N/A, medium,,74,LOW,62.12,N/A, medium,,,High,,N/A,LOW,326.95,N/A,,,N/A,LOW,,,LOW,485.6,,LOW,unknown,,,79.8,10,High,unknown,18,,,,LOW,unknown,,LOW,332.26,,,191.64,26, medium,unknown,,LOW,430.2,,LOW,unknown,,High,,20,,,N/A,High,unknown,,High,unknown,,High,154.29,,High,333.7,60, medium,140.32,,,,94,,unknown,93, medium,26.47,N/A,,unknown,, medium,unknown,,High,,97,LOW,59.12,,High,313.09,
9571,,30,Male,KENYA,14-07-2020,75k,Yes,High,unknown,N/A,,269.7,16, medium,,N/A,LOW,,N/A,LOW,,12,,,, medium,,70,,,N/A, medium,,68,LOW,,,High,unknown,N/A, medium,320.3,, medium,,,,,67,High,,,LOW,unknown,,High,,N/A,LOW,,, medium,124.88,98,LOW,223.76,36, medium,unknown,,,unknown,92, medium,,,LOW,unknown,N/A,High,225.66,18,LOW,,N/A, medium,46.11,6,High,unknown,,,unknown,N/A,,89.56,,,unknown,, medium,254.2,,LOW,unknown,85,,,30,,,,High,326.95,N/A,LOW,unknown,,LOW,unknown,,High,,,,,, medium,,, medium,20.75,N/A, medium,136.91,,LOW,449.54,15,LOW,,N/A,High,unknown,,,unknown,,,430.2,, medium,unknown,,,461.98,N/A,,unknown,,High,213.16,32, medium,,,,,,High,333.7,N/A, medium,140.32,N/A,High,unknown,94, medium,unknown,93,LOW,,, medium,288.03,,LOW,,,High,,97, medium,59.12,,,,
9684,,30,Male,KENYA,2021-01-05,75k,, medium,133.6,, medium,,,High,unknown,, medium,,,,unknown,, medium,unknown,,LOW,unknown,,LOW,unknown,,,302.84,N/A,LOW,,, medium,,,,320.3,, medium,14.14,,High,397.03,67, medium,unknown,N/A,LOW,156.01,,LOW,unknown,95, medium,,,,unknown,,LOW,unknown,N/A, medium,unknown,, medium,unknown,,LOW,unknown,,LOW,331.3,,,,N/A,LOW,,11,,46.11,, medium,unknown,41,,unknown,,LOW,89.56,, medium,313.44,N/A, medium,254.2,, medium,,,LOW,302.73,,LOW,unknown,,High,unknown,,LOW,unknown,25,,418.01,N/A,High,,,,,,,,10,LOW,20.75,N/A,,,,High,unknown,,LOW,332.26,,LOW,191.64,,,unknown,83, medium,unknown,N/A,LOW,395.26,N/A,High,,N/A, medium,,, medium,213.16,, medium,338.72,38,LOW,unknown,N/A, medium,,N/A,LOW,,N/A, medium,,N/A,LOW,,N/A, medium,,, medium,,, medium,unknown,46, medium,unknown,97, medium,unknown,, medium,unknown,
8208,john doe,35,Male,,,75k,No,High,unknown,, medium,269.7,, medium,122.06,,High,227.49,,High,270.51,, medium,129.64,N/A, medium,,70,LOW,292.48,N/A, medium,,,LOW,unknown,N/A,LOW,139.35,72,High,unknown,,High,unknown,,,,67,,unknown,,,156.01,18, medium,,,LOW,447.79,N/A, medium,124.88,N/A,High,,,High,unknown,N/A,High,344.12,,LOW,,N/A, medium,331.3,,,225.66,N/A,LOW,unknown,11,LOW,,,High,unknown,N/A, medium,unknown,,,89.56,, medium,313.44,, medium,254.2,74, medium,62.12,N/A, medium,unknown,N/A, medium,,,,326.95,,LOW,unknown,25,LOW,unknown,,,485.6,, medium,,94,LOW,79.8,,High,,,High,136.91,,High,unknown,15,LOW,,, medium,,,High,unknown,83,LOW,430.2,,High,,N/A,High,unknown,, medium,261.85,N/A, medium,,N/A,,,N/A,LOW,,N/A,LOW,333.7,N/A, medium,unknown,51,High,209.42,N/A,High,161.02,93,High,26.47,,LOW,,N/A,,34.08,, medium,201.06,97,,59.12,N/A,LOW,313.09,
6276,,25,Male,KENYA,14-07-2020,75k,Yes, medium,133.6,,High,269.7,,LOW,122.06,N/A,High,227.49,, medium,unknown,12,,129.64,42, medium,,,,,N/A,LOW,,,,unknown,, medium,,,High,,,High,14.14,, medium,397.03,N/A,LOW,284.48,,High,,N/A,LOW,,,High,unknown,38,LOW,,98,High,,N/A,,,,LOW,unknown,N/A,High,unknown,, medium,,,,,18,LOW,unknown,,High,,, medium,152.74,41, medium,145.67,11,LOW,,N/A, medium,313.44,, medium,,, medium,62.12,N/A,LOW,,30, medium,312.26,,High,unknown,,LOW,76.35,25,High,418.01,, medium,485.6,,LOW,333.16,,LOW,,N/A,High,,,High,,,LOW,unknown,,LOW,332.26,, medium,unknown,26,LOW,194.3,,,,3,LOW,395.26,N/A,,461.98,20,LOW,261.85,94, medium,,,LOW,338.72,38,High,unknown,, medium,333.7,N/A,LOW,140.32,, medium,,,LOW,,N/A,,unknown,,LOW,,,High,,,High,,,High,,,High,313.09,
3062,,N/A,Male,ghana ,14-07-2020,,1,LOW,133.6,,LOW,unknown,N/A,High,,, medium,227.49,48,High,,,High,129.64,, medium,,N/A,,,N/A,High,unknown,,High,unknown,,LOW,139.35,,High,320.3,, medium,,N/A,,unknown,N/A,High,,,High,156.01,18,LOW,,N/A, medium,unknown,,LOW,,N/A,LOW,unknown,,,325.81,74,,unknown,N/A,LOW,,N/A,,unknown,,LOW,unknown,,High,27.46,, medium,,6, medium,,,LOW,unknown,,High,unknown,19,LOW,,N/A,,,N/A,LOW,unknown,85, medium,,N/A,High,312.26,N/A,High,,,LOW,76.35,25,High,unknown,, medium,,, medium,333.16,,,79.8,N/A,High,unknown,,LOW,,69,,449.54,15,High,332.26,,,unknown,, medium,194.3,N/A,High,,N/A,High,unknown,N/A, medium,,20,,unknown,N/A,,,, medium,338.72,N/A,LOW,,N/A, medium,unknown,,High,unknown,51, medium,209.42,, medium,,93,,unknown,,,288.03,,,,N/A, medium,,,LOW,unknown,3,High,313.09,
1064,,,female,ghana ,,50000,No, medium,,98,High,269.7,,LOW,,N/A, medium,,N/A, medium,,,High,129.64,N/A, medium,409.05,,High,,N/A,High,,N/A,LOW,39.45,,High,139.35,N/A,LOW,unknown,N/A, medium,,,,unknown,,,unknown,,,unknown,18,,,,High,,N/A,High,unknown,98,LOW,unknown,36,High,325.81,,High,,92,LOW,399.42,,,unknown,,High,,18,LOW,unknown,11,High,,,LOW,152.74,41,High,145.67,11,LOW,,19,High,,,,,N/A, medium,,85,High,unknown,,,312.26,33,,unknown,,LOW,,25, medium,418.01,, medium,485.6,N/A, medium,unknown,,,,N/A,High,unknown,, medium,unknown,,High,,N/A,,unknown,, medium,191.64,N/A,LOW,,N/A,,430.2,,LOW,,,LOW,,N/A,High,unknown,,,,N/A,,unknown,N/A,LOW,unknown,N/A,LOW,333.7,,,,N/A,LOW,unknown,,High,unknown,,LOW,,85,,unknown,N/A,,,,,unknown,,,59.12,3, medium,313.09,N/A
9006,MICHAEL Brown,25,,KENYA,2021-01-05,100000,1, medium,,,High,unknown,,LOW,unknown,39,LOW,,N/A, medium,270.51,12,LOW,unknown,,,409.05,N/A,High,,,High,302.84,,LOW,unknown,,,139.35,72,LOW,320.3,60, medium,unknown,7,High,,N/A, medium,,, medium,unknown,N/A,LOW,unknown,,High,unknown,N/A,,,98,LOW,223.76,, medium,325.81,74,LOW,344.12,,High,unknown,,High,unknown,, medium,225.66,N/A,High,,, medium,46.11,N/A,High,unknown,41,LOW,,11,High,,N/A,High,unknown,,High,254.2,74, medium,62.12,85,LOW,302.73,N/A,High,312.26,N/A,,unknown,,,,, medium,418.01,,High,485.6,92,,333.16,94, medium,79.8,10, medium,,N/A,High,unknown,,,449.54,N/A,High,unknown,,High,191.64,,,194.3,,High,,N/A, medium,395.26,,,,20,High,261.85,N/A,,unknown,N/A,,unknown,, medium,unknown,,,333.7,60, medium,,,LOW,,94,LOW,unknown,N/A,,,,,unknown,,,34.08,,LOW,201.06,97,LOW,,,LOW,313.09,89
3568,anna-jones,,M,KENYA,2021-01-05,N/A,1,LOW,,98,,,,High,,N/A,High,,,LOW,,, medium,unknown,,LOW,,70,LOW,,N/A, medium,302.84,, medium,39.45,,High,139.35,, medium,,,,,N/A,,unknown,N/A,LOW,284.48,, medium,156.01,N/A,,unknown,,LOW,unknown,N/A,,124.88,,,,, medium,unknown,,,344.12,, medium,unknown,, medium,unknown,,LOW,225.66,N/A,,,11,LOW,,N/A,LOW,unknown,N/A,LOW,145.67,N/A, medium,unknown,, medium,,,,unknown,74, medium,unknown,N/A,High,,, medium,,N/A,,326.95,,LOW,unknown,,,unknown,35,,,,,,, medium,unknown,N/A,,,N/A,High,,,High,unknown,,LOW,,,High,,,LOW,unknown,,LOW,,N/A,,unknown,,LOW,,N/A,High,,94, medium,213.16,,,,,High,unknown,,,unknown,,LOW,unknown,,,unknown,94, medium,161.02,,,26.47,85,High,,97,,,46,LOW,201.06,97,LOW,unknown,,,,
6463, Jane Smith ,25,M,,14-07-2020,100000,0,High,,98,,,N/A,High,unknown,N/A, medium,227.49,N/A, medium,unknown,,,,N/A,LOW,,N/A,High,,N/A,High,,68,High,unknown,,High,139.35,,High,320.3,N/A,,,,LOW,,, medium,,, medium,unknown,N/A, medium,215.0,,,unknown,,High,unknown,N/A,LOW,unknown,,,,,LOW,,, medium,399.42,,High,331.3,N/A,LOW,unknown,18, medium,,,LOW,unknown,N/A,LOW,,,,,N/A, medium,89.56,,LOW,313.44,,LOW,,,High,,, medium,,N/A,,unknown,N/A, medium,unknown,49,LOW,76.35,25, medium,418.01,N/A,LOW,unknown,92, medium,333.16,94,High,unknown,10,LOW,,,High,unknown,N/A,LOW,,, medium,unknown,,LOW,unknown,,LOW,unknown,,LOW,unknown,N/A,LOW,395.26,N/A,LOW,unknown,N/A,High,,, medium,213.16,32,High,unknown,,LOW,,39,LOW,unknown,, medium,,N/A, medium,,,LOW,unknown,,LOW,26.47,85, medium,,N/A, medium,,,High,unknown,, medium,,,LOW,313.09,89
3027,MICHAEL Brown,35,M,ghana ,2021-01-05,100000,, medium,unknown,,High,,N/A,,,,High,,,High,,12,High,unknown,,,,, medium,unknown,65,High,,,,39.45,,High,unknown,N/A, medium,,,LOW,14.14,N/A,High,unknown,N/A,High,unknown,N/A, medium,,N/A,High,215.0,95, medium,,,,,N/A,LOW,,,LOW,325.81,N/A,,344.12,, medium,unknown,54, medium,331.3,23, medium,225.66,,High,,,,46.11,,LOW,152.74,,,145.67,,,unknown,N/A,High,unknown,,High,,N/A,,,85,,,30,,,, medium,,,LOW,,,,unknown,,,485.6,N/A,High,,,High,,, medium,,,LOW,,,High,449.54,, medium,332.26,96,,191.64,N/A, medium,unknown,,,unknown,, medium,,,High,unknown,, medium,261.85,N/A,,unknown,N/A,LOW,338.72,38,,,,,,,,unknown,N/A,High,,,,unknown,,,26.47,,,unknown,, medium,unknown,,High,201.06,97,LOW,unknown,,High,,N/A
3695,,N/A,M,ghana ,2022/03/14,50000,No, medium,,,LOW,269.7,N/A,,,N/A, medium,unknown,48,High,270.51,N/A,LOW,unknown,42, medium,409.05,N/A,High,unknown,,High,302.84,N/A, medium,unknown,N/A,LOW,unknown,, medium,320.3,60,,,N/A,,,,High,unknown,97,,,18,,,N/A,LOW,,N/A, medium,,N/A, medium,223.76,N/A, medium,,N/A,LOW,unknown,N/A,LOW,399.42,N/A,LOW,,, medium,unknown,,,unknown,11, medium,46.11,,High,,,High,,,High,,,,,52,,unknown,74, medium,,N/A,,302.73,30,High,312.26,33,LOW,,, medium,,, medium,unknown,35,High,unknown,92,High,,,LOW,,, medium,unknown,,,136.91,N/A,High,unknown,N/A,LOW,,N/A,LOW,unknown,26, medium,,N/A,High,,,,395.26,N/A,,unknown,, medium,,,LOW,unknown,N/A,LOW,unknown,38,High,154.29,,High,333.7,60, medium,140.32,, medium,unknown,N/A,,161.02,93, medium,26.47,N/A,,unknown,N/A,High,,, medium,unknown,,High,59.12,N/A, medium,313.09,N/A
6258,john doe,N/A,female,Nigeria,,50000,1,LOW,133.6,98,,unknown,,,,N/A,High,,N/A,,,N/A, medium,unknown,42, medium,,,High,unknown,,,unknown,,LOW,unknown,89,,unknown,,High,,,,14.14,7,,,N/A,High,,N/A,High,156.01,,LOW,215.0,,,,, medium,unknown,98, medium,unknown,,High,325.81,N/A, medium,344.12,,High,,,High,unknown,N/A,,unknown,, medium,,N/A,High,46.11,N/A, medium,unknown,,LOW,145.67,, medium,,,,,,LOW,,N/A,,,N/A,,,N/A,,,,High,,49,High,76.35,,High,unknown,N/A,LOW,unknown,N/A,High,333.16,N/A,,,, medium,,,LOW,,,High,unknown,,,unknown,96, medium,,,High,194.3,,,430.2,3, medium,395.26,N/A, medium,,,LOW,,N/A,LOW,213.16,N/A,LOW,,N/A, medium,unknown,,LOW,unknown,,High,,,,unknown,, medium,unknown,N/A, medium,,N/A, medium,unknown,,LOW,,,LOW,201.06,97,High,,,LOW,unknown,89
6618,,40,F,,2022/03/14,50000,0,High,unknown,,High,,N/A,LOW,122.06,,,unknown,,High,unknown,N/A, medium,,,LOW,,,LOW,unknown,,,302.84,68, medium,unknown,89, medium,139.35,72, medium,unknown,,High,unknown,N/A,High,397.03,,High,unknown,N/A,LOW,156.01,,LOW,unknown,N/A,High,447.79,N/A,LOW,,N/A, medium,,N/A,High,unknown,,LOW,,N/A, medium,399.42,N/A,High,unknown,23, medium,225.66,,High,27.46,11, medium,unknown,, medium,unknown,,LOW,145.67,N/A,High,89.56,19,LOW,313.44,52,,unknown,N/A, medium,unknown,,,unknown,,High,,N/A,LOW,,N/A,High,unknown,N/A,LOW,418.01,N/A, medium,485.6,92,,333.16,,,,10,High,20.75,18,LOW,,69,LOW,,,LOW,332.26,96,LOW,,26,,194.3,,,,,,unknown,,LOW,unknown,N/A,High,261.85,,LOW,,32,High,338.72,,,154.29,, medium,333.7,N/A,LOW,,, medium,,,LOW,unknown,93, medium,,,LOW,,N/A,LOW,unknown,, medium,unknown,,High,59.12,N/A,,313.09,
7736,anna-jones,,,Nigeria,2021-01-05,75k,Yes, medium,,,High,unknown,,LOW,122.06,,LOW,,,,270.51,12,LOW,129.64,,,unknown,N/A, medium,292.48,65, medium,302.84,, medium,,89,High,,,,,60,LOW,,N/A,,397.03,67,High,unknown,97,LOW,,,,215.0,N/A, medium,unknown,, medium,,N/A, medium,,,High,325.81,74,LOW,344.12,, medium,399.42,,High,331.3,, medium,,18,High,unknown,,High,46.11,6,High,,N/A,,,, medium,,,,unknown,52, medium,254.2,N/A, medium,62.12,85,,302.73,,,312.26,, medium,unknown,49,High,,25,LOW,unknown,35,,unknown,92,,333.16,94, medium,unknown,N/A,LOW,unknown,,LOW,unknown,N/A,LOW,449.54,,High,unknown,, medium,,,High,194.3,N/A,LOW,unknown,,High,,,LOW,,, medium,261.85,,LOW,,,High,,N/A,LOW,154.29,N/A,High,333.7,N/A,,unknown,, medium,,, medium,unknown,,High,26.47,85,,,97,,34.08,46,High,201.06,N/A,,unknown,3,LOW,,89
1391,,25,Male,ghana ,14-07-2020,,No,LOW,133.6,,High,unknown,,,122.06,,High,227.49,, medium,unknown,N/A,LOW,unknown,N/A, medium,unknown,,High,unknown,65,High,,,LOW,,N/A,LOW,unknown,72,LOW,unknown,,LOW,14.14,N/A, medium,397.03,, medium,unknown,,,unknown,18, medium,215.0,,High,447.79,,,unknown,,LOW,223.76,,,unknown,N/A,,,92, medium,unknown,N/A, medium,,, medium,unknown,,,,N/A,,unknown,N/A, medium,unknown,,,unknown,, medium,,,,,N/A,High,unknown,,High,,,High,,,,unknown,N/A,High,,49,,,,,,35,,,,LOW,333.16,N/A, medium,unknown,, medium,20.75,N/A,LOW,unknown,,LOW,,,,unknown,N/A,High,unknown,N/A, medium,unknown,N/A,LOW,430.2,,LOW,395.26,N/A, medium,,, medium,unknown,,,,32, medium,unknown,,LOW,unknown,N/A, medium,,60,High,,51,,,,LOW,,, medium,,,,unknown,,,34.08,46,High,unknown,N/A,High,59.12,,LOW,unknown,
6892,john doe,25,F,,,75k,1, medium,unknown,N/A,High,,16,LOW,,39,,,N/A,High,270.51,,High,,, medium,409.05,70, medium,,, medium,,,High,unknown,89, medium,,, medium,,N/A,,,,LOW,397.03,N/A,High,284.48,97,LOW,156.01,N/A,High,215.0,N/A,High,,,High,,, medium,unknown,,,unknown,N/A,,unknown,N/A, medium,,N/A,,331.3,, medium,,,LOW,27.46,11, medium,,6,High,152.74,N/A, medium,unknown,N/A,LOW,unknown,,,,N/A, medium,unknown,,High,,,,unknown,,LOW,,33,High,unknown,,,76.35,,LOW,418.01,,High,485.6,92,,unknown,94,High,79.8,N/A, medium,,, medium,136.91,69, medium,,N/A,,unknown,96,,unknown,,High,unknown,83,LOW,,, medium,unknown,,LOW,,20, medium,261.85,N/A,High,unknown,, medium,338.72,,High,154.29,,,,60, medium,140.32,, medium,unknown,94,High,unknown,,,,,,unknown,N/A, medium,unknown,,High,unknown,N/A,High,59.12,, medium,unknown,
4561,anna-jones,30,M,KENYA,2021-01-05,,,,unknown,,High,,,LOW,unknown,,High,unknown,48, medium,,N/A,,,, medium,unknown,, medium,unknown,,High,302.84,N/A,High,39.45,N/A,High,,,High,unknown,N/A,High,14.14,N/A,LOW,,67,High,284.48,, medium,156.01,,LOW,,95, medium,447.79,38,LOW,,,,,,,325.81,, medium,unknown,92,High,399.42,N/A,High,unknown,,,225.66,,High,,11,LOW,46.11,,High,unknown,41,LOW,unknown,,,89.56,19,High,unknown,N/A,High,254.2,N/A, medium,62.12,85, medium,unknown,N/A,,,,,unknown,N/A,,76.35,,LOW,,,,485.6,,LOW,333.16,94,High,,, medium,20.75,, medium,136.91,69, medium,,,High,unknown,,,unknown,26,LOW,unknown,,,430.2,N/A,LOW,,N/A,,461.98,,High,unknown,,High,213.16,N/A, medium,,N/A,LOW,,,LOW,,60, medium,,,LOW,209.42,94, medium,,,,26.47,,,288.03,,LOW,34.08,,High,201.06,N/A,LOW,,, medium,,
7184,,40,F,,2021-01-05,,0,LOW,,N/A,High,unknown,16,High,unknown,39,High,unknown,N/A,High,270.51,N/A, medium,,,High,unknown,, medium,unknown,N/A,High,unknown,N/A, medium,39.45,N/A, medium,139.35,,LOW,320.3,,High,unknown,, medium,unknown,67,LOW,unknown,97,High,unknown,, medium,215.0,,,unknown,,High,,N/A,,223.76,N/A,,,74,,,92, medium,,54,,unknown,,LOW,,,High,unknown,,High,unknown,, medium,unknown,,High,unknown,11,LOW,unknown,N/A,,unknown,N/A,High,,N/A, medium,,,High,302.73,30, medium,312.26,33, medium,326.95,N/A,LOW,unknown,N/A, medium,,,LOW,unknown,,,unknown,,LOW,unknown,10,High,,,High,136.91,69, medium,,N/A,,332.26,,LOW,unknown,26,LOW,,,,430.2,,High,unknown,, medium,unknown,, medium,unknown,,LOW,unknown,,,unknown,N/A,High,154.29,39,High,,, medium,,,,unknown,N/A, medium,unknown,, medium,unknown,, medium,,,High,34.08,,High,unknown,97,,59.12,,High,unknown,
4099,anna-jones,30,,KENYA,14-07-2020,100000,1,High,unknown,N/A,,,,High,unknown,,,,N/A,High,270.51,,,129.64,N/A,,unknown,N/A,,,65,High,302.84,N/A,LOW,unknown,N/A,High,139.35,,LOW,,,LOW,14.14,N/A,,,67,High,,N/A,,156.01,,High,unknown,,,unknown,38,LOW,,N/A, medium,,36,High,unknown,,LOW,unknown,92,LOW,399.42,, medium,,,High,,,,unknown,,LOW,46.11,,,152.74,,LOW,unknown,N/A,High,unknown,N/A, medium,,N/A, medium,254.2,N/A, medium,,85,High,unknown,,LOW,unknown,N/A,High,unknown,,High,unknown,N/A,High,,,,485.6,92,High,,N/A, medium,79.8,,High,20.75,N/A,LOW,,, medium,449.54,N/A,LOW,unknown,, medium,unknown,, medium,,83, medium,430.2,3,High,,,,unknown,,,,, medium,213.16,,LOW,unknown,N/A,LOW,,,LOW,,,,,,LOW,,N/A,LOW,unknown,,High,unknown,85, medium,288.03,,,,46,High,,97, medium,59.12,, medium,,
7278, Jane Smith ,30,Male,KENYA,14-07-2020,100000,,High,133.6,,LOW,unknown,16,LOW,unknown,,High,unknown,,,,N/A, medium,unknown,, medium,409.05,70,,unknown,, medium,302.84,68,,,89, medium,139.35,72, medium,320.3,,High,,7,,397.03,,LOW,284.48,97,High,unknown,18,High,unknown,, medium,,N/A,LOW,unknown,N/A,High,223.76,N/A,High,,N/A,,unknown,92,LOW,unknown,54,High,331.3,23,High,,,LOW,27.46,11,,,N/A,LOW,unknown,,,145.67,, medium,unknown,19, medium,,,High,,,,62.12,,,302.73,N/A,High,312.26,33,,unknown,49,LOW,,,LOW,,35,High,485.6,,High,unknown,94,,79.8,, medium,unknown,,LOW,136.91,69,LOW,,15,LOW,,,High,,26,LOW,unknown,, medium,,,LOW,unknown,, medium,461.98,20,High,261.85,N/A,LOW,,,High,,N/A,,unknown,39,High,unknown,60,LOW,unknown,51,,,, medium,,, medium,26.47,, medium,unknown,, medium,,46,,201.06,97,,59.12,3,LOW,313.09,89
9392, Jane Smith ,30,Male,,2022/03/14,,1,High,unknown,,High,unknown,,,122.06,,High,unknown,, medium,unknown,, medium,,,High,unknown,70,,unknown,, medium,unknown,N/A, medium,39.45,, medium,unknown,,,unknown,60, medium,14.14,N/A,LOW,397.03,,LOW,,,,unknown,18,LOW,unknown,N/A, medium,,,High,124.88,N/A,,,36,,325.81,,,344.12,N/A,High,399.42,N/A, medium,unknown,,LOW,,, medium,unknown,11,,46.11,N/A,High,,, medium,unknown,11,,,19,,313.44,,High,,, medium,62.12,,LOW,302.73,, medium,312.26,,High,326.95,, medium,unknown,N/A,High,unknown,,,unknown,92, medium,,, medium,79.8,10,High,20.75,,High,136.91,,High,unknown,, medium,,N/A, medium,,,,,N/A,,unknown,, medium,unknown,N/A,LOW,461.98,,High,,,LOW,,, medium,338.72,N/A, medium,unknown,39,High,,60,,140.32,, medium,unknown,N/A,High,,N/A,High,unknown,,LOW,,97,,,46,,unknown,N/A,,unknown,3,,313.09,
4104,,,,KENYA,,,No,High,133.6,N/A, medium,,16, medium,122.06,,LOW,227.49,N/A,High,,N/A,,129.64,,,409.05,,,unknown,N/A,High,302.84,68,,,89,,139.35,N/A, medium,,,,,N/A,,unknown,,LOW,unknown,N/A,,unknown,18,,unknown,,LOW,447.79,, medium,124.88,,,,36,,unknown,,,unknown,,,399.42,,,unknown,,High,225.66,N/A,LOW,27.46,11,High,,,High,,,LOW,145.67,N/A, medium,,, medium,unknown,,,unknown,,,,, medium,302.73,30,High,,, medium,,,High,,N/A, medium,,N/A,LOW,unknown,, medium,unknown,, medium,unknown,10,LOW,unknown,N/A,,unknown,N/A,LOW,unknown,N/A,High,unknown,,LOW,,26, medium,,N/A, medium,430.2,3, medium,unknown,N/A, medium,461.98,N/A,,261.85,,High,,N/A,,,,,unknown,,High,unknown,60,High,140.32,51,LOW,,,LOW,unknown,,High,,85,,,,,34.08,N/A, medium,201.06,, medium,,3,High,,89
8215,anna-jones,,,Nigeria,,75k,No, medium,unknown,,,269.7,N/A,,,39,,,,LOW,270.51,,LOW,,, medium,,N/A,LOW,292.48,,LOW,302.84,, medium,39.45,89,,unknown,72,,,, medium,unknown,,LOW,397.03,67, medium,unknown,,,unknown,,LOW,215.0,,LOW,,, medium,,, medium,223.76,,High,,N/A, medium,,, medium,,N/A,,,N/A,High,225.66,18,LOW,,, medium,46.11,N/A,,unknown,,High,,11, medium,89.56,19,High,,,LOW,254.2,N/A,High,62.12,,High,unknown,,High,unknown,33,LOW,,49, medium,,25, medium,418.01,35,LOW,485.6,,LOW,unknown,, medium,79.8,,High,20.75,, medium,unknown,N/A, medium,unknown,15,,,N/A, medium,191.64,,,,N/A,,430.2,3, medium,395.26,26,,461.98,N/A,LOW,261.85,94, medium,213.16,,High,unknown,, medium,154.29,,LOW,,N/A,LOW,,51,LOW,,,LOW,161.02,N/A, medium,unknown,,LOW,288.03,, medium,,46,,201.06,, medium,,, medium,313.09,89
3454,john doe,35,M,ghana ,14-07-2020,75k,No, medium,,N/A,,,16, medium,,,,,, medium,,N/A,High,,N/A,LOW,unknown,70,High,unknown,65, medium,,, medium,unknown,,High,unknown,,LOW,320.3,60,LOW,14.14,,LOW,,, medium,,,,unknown,,LOW,,95,High,447.79,38, medium,,98, medium,unknown,36,,unknown,, medium,unknown,N/A, medium,399.42,,High,unknown,,LOW,,18,,unknown,N/A,LOW,unknown,N/A,High,152.74,41,,unknown,11,LOW,,N/A,LOW,,, medium,unknown,,,unknown,, medium,302.73,N/A, medium,312.26,,LOW,unknown,, medium,76.35,,LOW,,,High,485.6,,LOW,,,High,,, medium,20.75,,LOW,136.91,,,,,,unknown,N/A,High,,N/A, medium,194.3,83,LOW,,3,LOW,395.26,N/A, medium,,,LOW,,94,High,,32,,,,High,unknown,,High,unknown,60,,,,High,,,LOW,unknown,,High,26.47,,LOW,288.03,,LOW,34.08,, medium,unknown,N/A, medium,59.12,,LOW,unknown,N/A
